remote ,booth,complex_id,station,line_name,division
R340,N322,268,65 ST,MR,IND
R341,N334B,260,75 AVE,EF,IND
R342,N604,280,JAMAICA-VAN WYC,E,IND
R343,R117,326,FRANKLIN ST,1,IRT
R343,R118,326,FRANKLIN ST,1,IRT
R344,R308,437,145 ST,3,IRT
R345,R309,436,148 ST-LENOX,3,IRT
R346,R508,606,COURT SQ,7,IRT
R347,R524,455,69 ST-FISK AVE,7,IRT
R348,H035,133,ATLANTIC AVE,L,BMT
R349,H037,134,SUTTER AVE,L,BMT
R350,H038,135,LIVONIA AVE,L,BMT
R352,J003,100,HEWES ST,JM,BMT
R353,J005,99,LORIMER ST,JM,BMT
R354,N137,193,OXFORD-104 ST,A,IND
R355,N139,194,GREENWOOD-111,A,IND
R355,N138,194,GREENWOOD-111,A,IND
R356,N141,195,LEFFERTS BLVD,A,IND
R357,N181,197,AQUEDUCT-N CNDT,A,IND
R358,N195,208,BEACH 25 ST,A,IND
R359,N307,606,COURT SQ-23 ST,EMG,IND
R359,N400,606,COURT SQ,EMG,IND
R359,N400A,606,COURT SQ,EMG,IND
R360,N401,282,VAN ALSTON-21ST,G,IND
R361,R328,424,PELHAM PARKWAY,25,IRT
R361,R327,424,PELHAM PARKWAY,25,IRT
R362,R329,423,ALLERTON AVE,25,IRT
R363,R330,422,BURKE AVE,25,IRT
R364,R331,421,GUN HILL ROAD,25,IRT
R365,R332,420,219 ST,25,IRT
R366,R333,419,225 ST,25,IRT
R367,R334,418,233 ST,25,IRT
R368,E001,59,9 AVE,D,BMT
R369,E003,60,FT HAMILTON PKY,D,BMT
R370,E009,64,71 ST,D,BMT
R371,E011,65,79 ST,D,BMT
R372,E012,66,18 AVE,D,BMT
R373,E013,67,20 AVE,D,BMT
R374,E014,68,BAY PARKWAY,D,BMT
R375,H039,136,NEW LOTS AVE,L,BMT
R376,H040,137,EAST 105 ST,L,BMT
R377,J007,98,FLUSHING AVE,JM,BMT
R378,J009,97,MYRTLE AVE,JMZ,BMT
R379,J012,96,KOSCIUSZKO ST,J,BMT
R380,J013,95,GATES AVE,JZ,BMT
R381,J016,94,HALSEY ST,J,BMT
R382,N129,189,GRANT AVE,A,IND
R383,N131,190,HUDSON-80 ST,A,IND
R383,N130,190,HUDSON-80 ST,A,IND
R384,N133,191,BOYD-88 ST,A,IND
R385,N134,192,ROCKAWAY BLVD,A,IND
R385,N135,192,ROCKAWAY BLVD,A,IND
R386,R322,428,174 ST,25,IRT
R386,R321,428,174 ST,25,IRT
R387,R323,427,E TREMONT AVE,25,IRT
R387,R323A,427,E TREMONT AVE,25,IRT
R388,R325,426,E 180 ST,25,IRT
R389,R326,425,BRONX PARK EAST,25,IRT
R390,D002,71,8 AVE,N,BMT
R391,D003,72,FT HAMILTON PKY,N,BMT
R391,D004,72,FT HAMILTON PKY,N,BMT
R392,D008,74,18 AVE,N,BMT
R393,D009,75,20 AVE,N,BMT
R394,D010,76,BAY PKY-22 AVE,N,BMT
R394,D011,76,BAY PKY-22 AVE,N,BMT
R395,D012,77,KINGS HIGHWAY,N,BMT
R396,D015,78,AVE U,N,BMT
R397,D016,79,86 ST,N,BMT
R398,D005,615,NEW UTRECHT AVE,ND,BMT
R398,D006,615,NEW UTRECHT AVE,ND,BMT
R399,E015,69,25 AVE,D,BMT
R400,E016,70,BAY 50 ST,D,BMT
R401,K017,114,CENTRAL AVE,M,BMT
R402,K022,111,SENECA AVE,M,BMT
R403,K024,110,FOREST AVE,M,BMT
R404,K025,109,FRESH POND ROAD,M,BMT
R405,R312,433,JACKSON AVE,25,IRT
R406,R314,432,PROSPECT AVE,25,IRT
R406,R315,432,PROSPECT AVE,25,IRT
R407,R316,431,INTERVALE-163,25,IRT
R408,R318,430,SIMPSON ST,25,IRT
R408,R317,430,SIMPSON ST,25,IRT
R409,R320,429,FREEMAN ST,25,IRT
R409,R319,429,FREEMAN ST,25,IRT
R410,X001,,NYC & CO - 7 AV,1,IRT
R411,B009,141,PARK PLACE,S,BMT
R412,B010,626,BOTANIC GARDEN,S2345,BMT
R413,K019,113,KNICKERBOCKER,M,BMT
R414,N182,198,HOWARD BCH-JFK,A,IND
R414,N182A,198,HOWARD BCH-JFK,A,IND
R415,N183,199,BROAD CHANNEL,AS,IND
R416,N184,200,BEACH 90 ST,AS,IND
R417,N185,201,BEACH 98 ST,AS,IND
R418,N186,202,BEACH 105 ST,AS,IND
R419,N187,203,ROCKAWAY PK 116,AS,IND
R420,N548,244,DITMAS AVE,F,IND
R420,N547,244,DITMAS AVE,F,IND
R421,N551,246,AVE I,F,IND
R422,N553,247,22 AVE-BAY PKY,F,IND
R423,N555,248,AVE N,F,IND
R423,N554,248,AVE N,F,IND
R424,N556,249,AVE P,F,IND
R425,N559,251,AVE U,F,IND
R426,N562,253,NEPTUNE AVE,F,IND
R427,R421,362,MIDDLETOWN ROAD,6,IRT
R428,R422,361,BUHRE AVE,6,IRT
R429,R423,360,PELHAM BAY PARK,6,IRT
R430,R727,445,PELHAM PARKWAY,5,IRT
R431,R730,442,DYRE AVE,5,IRT
R432,J017,93,CHAUNCEY ST,JZ,BMT
R433,J020,91,ALABAMA AVE,J,BMT
R434,J021,90,VAN SICLEN AVE,JZ,BMT
R435,J022,89,CLEVELAND ST,J,BMT
R436,J023,88,NORWOOD AVE,JZ,BMT
R437,J024,87,CRESCENT ST,JZ,BMT
R438,N121B,182,RALPH AVE,C,IND
R439,N122,183,ROCKAWAY AVE,C,IND
R439,N123B,183,ROCKAWAY AVE,C,IND
R440,N125,185,LIBERTY AVE,C,IND
R441,N126,186,VAN SICLEN AVE,C,IND
R442,N127,187,SHEPHERD AVE,C,IND
R443,N209,217,170 ST,BD,IND
R443,N208,217,170 ST,BD,IND
R444,R335,417,NEREID AVE,25,IRT
R445,R401,377,138 ST-3 AVE,6,IRT
R446,R402,376,BROOK AVE,6,IRT
R446,R403,376,BROOK AVE,6,IRT
R447,R404,375,CYPRESS AVE,6,IRT
R447,R405,375,CYPRESS AVE,6,IRT
R448,R406,374,E 143 ST,6,IRT
R448,R407,374,E 143 ST,6,IRT
R449,R408,373,E 149 ST,6,IRT
R449,R409,373,E 149 ST,6,IRT
R450,R410,372,LONGWOOD AVE,6,IRT
R450,R411,372,LONGWOOD AVE,6,IRT
R451,R637,355,WINTHROP ST,25,IRT
R452,R161B,313,72 ST,123,IRT
R452,R161A,313,72 ST,123,IRT
R453,N508,228,23 ST-6 AVE,FM,IND
R454,C015,30,PROSPECT AVE,R,BMT
R455,C017,31,25 ST,R,BMT
R456,R605,336,HOYT ST,23,IRT
R457,MCB1,,METROCARD BUS 1,23,BMT
R458,MCB2,,METROCARD BUS 2,23,BMT
R459,OB01,,ORCHARD BEACH,6,IND
R460,J002,101,MARCY AVE,JMZ,BMT
R460,J001,101,MARCY AVE,JMZ,BMT
R461,N519,619,BROADWAY/LAFAY,BDFQ6,IND
R461,N519A,619,BROADWAY/LAFAY,BDFQ6,IND
R462,A043,623,CANAL ST,JNQRZ6,BMT
R462,A044,623,CANAL ST,JNQRZ6,BMT
R463,A046,623,CANAL ST,JNQRZ6,BMT
R463,R214,623,CANAL ST,JNQRZ6,IRT
R464,N181A,196,AQUEDUCT TRACK,A,IND
R465,MCV1,,METROCARD VAN-1,1,BMT
R466,MCV2,,METROCARD VAN-2,1,BMT
R467,MCV3,,METROCARD VAN-3,1,BMT
R468,TRAM1,,RIT-MANHATTAN,R,RIT
R469,TRAM2,,RIT-ROOSEVELT,R,RIT
R470,X002,514,ELTINGVILLE PK,Z,SRT
R526,LI001,,LIB-HEMPSTEAD,F,LIB
R532,WCCTR,,WEST COUNTY CTR,5,BEE
R535,JFK01,,JFK HOWARD BCH,A,IND
R535,JFK02,,JFK HOWARD BCH,A,IND
R536,JFK03,,JFK JAMAICA CT1,E,IND
R537,JFK04,,JFK JAMAICA CT2,E,IND
R538,LGA01,,LGA AIRPORT CTB,7,IRT
R540,PTH08,,PATH WTC,1,PTH
R540,PTH21,,PATH WTC 2,1,PTH
R541,PTH13,,THIRTY ST,1,PTH
R541,PTH17,,THIRTY THIRD ST,1,PTH
R542,PTH12,,TWENTY THIRD ST,1,PTH
R543,PTH05,,EXCHANGE PLACE,1,PTH
R544,PTH02,,HARRISON,1,PTH
R545,PTH11,,14TH STREET,1,PTH
R546,PTH06,,PAVONIA/NEWPORT,1,PTH
R547,PTH10,,9TH STREET,1,PTH
R548,PTH09,,CHRISTOPHER ST,1,PTH
R549,PTH01,,NEWARK HW BMEBE,1,PTH
R549,PTH18,,NEWARK BM BW,1,PTH
R549,PTH19,,NEWARK C,1,PTH
R549,PTH20,,NEWARK HM HE,1,PTH
R550,PTH07,,CITY / BUS,1,PTH
R550,PTH16,,LACKAWANNA,1,PTH
R551,PTH04,,GROVE STREET,1,PTH
R552,PTH03,,JOURNAL SQUARE,1,PTH
R570,N700,477,72 ST - SECOND AVE,Q,IND
R570,N700A,477,72 ST - SECOND AVE,Q,IND
R571,N701,476,86 ST - SECOND AVE,Q,IND
R571,N701A,476,86 ST - SECOND AVE,Q,IND
R572,N702,475,96 ST - SECOND AVE,Q,IND
R572,N702A,475,96 ST - SECOND AVE,Q,IND
